axis_tau,coordinate_time,region,family,variable,difference_128_256_rms,difference_256_512_rms,observed_order_rms,difference_128_256_ring_rms,difference_256_512_ring_rms,observed_order_ring_rms,difference_128_256_linf,difference_256_512_linf,observed_order_linf
0.0,0.0,full,rhs,rhs_z4c_Ayy,2.2864342865014666e-05,1.4933504618277737e-06,3.9364747715622856,1.8530046444850526e-05,1.2101345718454225e-06,3.936627102388283,0.0006785361821518565,4.486252396310175e-05,3.918843053965727
0.0,0.0,full,rhs,rhs_z4c_Ayz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,rhs,rhs_z4c_Azz,4.817648202310862e-05,3.1708761098962757e-06,3.9253756321804225,3.909580724819946e-05,2.5727063660200742e-06,3.9256551862531652,0.0020456940588982064,0.0001370637883484349,3.8996710279739317
0.0,0.0,full,rhs,rhs_z4c_Gamx,1.2246954053047528e-06,4.347074257982624e-08,4.816234429744741,9.859143249196034e-07,3.499551133442776e-08,4.8162204899846035,4.776628918578219e-05,1.752712438847226e-06,4.768331579779872
0.0,0.0,full,rhs,rhs_z4c_Gamy,1.0992096891733187e-06,3.882378712437643e-08,4.823381961222391,8.855941751476877e-07,3.127896381116777e-08,4.82338110715554,4.3077787926497635e-05,1.5466769516336853e-06,4.799700365126742
0.0,0.0,full,rhs,rhs_z4c_Gamz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,rhs,rhs_z4c_Theta,5.131578579444722e-05,3.3734575382166857e-06,3.9271027890377534,4.15322170855169e-05,2.7300161299111886e-06,3.9272495079654024,0.0025137245057368683,0.00016730835307737042,3.9092451641228516
0.0,0.0,full,rhs,rhs_z4c_alpha,1.9086817262982983e-08,6.390709121303328e-10,4.900456719048331,1.5582781877029323e-08,5.218710768520889e-10,4.90011555257394,2.9963951463152223e-07,1.0112210802049048e-08,4.889057541276008
0.0,0.0,full,rhs,rhs_z4c_betax,3.9138670469410436e-05,2.532914921071687e-06,3.9497242250072992,3.1519883993145944e-05,2.0398550260248975e-06,3.9497236974894845,0.0011674170830979769,7.585100601015249e-05,3.9440079595388053
0.0,0.0,full,rhs,rhs_z4c_betay,3.581952490483527e-05,2.3153483225611066e-06,3.95144504720919,2.8860375768829e-05,1.8655127499509986e-06,3.9514459586967856,0.0010730341887288386,7.009264594237674e-05,3.9362891474610557
0.0,0.0,full,rhs,rhs_z4c_betaz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,rhs,rhs_z4c_Bx,2.9958557488031566e-06,1.9198887180128154e-07,3.9638735634027125,2.465666690869326e-06,1.58251641942564e-07,3.9616854156752437,6.318853061121343e-05,4.080931469307991e-06,3.9526923288348508
0.0,0.0,full,rhs,rhs_z4c_By,2.7424494095223497e-06,1.7556251578685688e-07,3.9654082530147248,2.216185312420056e-06,1.4184993293589846e-07,3.9656411476934026,5.160955459543315e-05,3.3235760509842116e-06,3.95682990829111
0.0,0.0,full,rhs,rhs_z4c_Bz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,constraints,con_C,4.480510606165446e-07,1.8811430312937965e-09,7.89590979600177,3.616289376195272e-07,1.5186158798737422e-09,7.895609317545776,3.5617486865342666e-05,1.4987259048510437e-07,7.892705355179567
0.0,0.0,full,constraints,con_H,0.00010736601840543779,7.029364097064699e-06,3.9329994554707954,8.662724170475624e-05,5.724179334777293e-06,3.9196800046392943,0.005590246293543132,0.0003632700079004049,3.943797681548167
0.0,0.0,full,constraints,con_M,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,constraints,con_Z,2.317344141460693e-10,9.777848077244178e-13,7.888739605131526,1.8760130089963148e-10,7.912129769551681e-13,7.889388028325975,1.128577533156566e-08,4.82844405989944e-11,7.8687314563506785
0.0,0.0,full,constraints,con_Mx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,constraints,con_My,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,full,constraints,con_Mz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_chi,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gxx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gxy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gxz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gyy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gyz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_gzz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Khat,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Axx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Axy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Axz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Ayy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Ayz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Azz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Gamx,8.845242585501165e-05,5.724327283513015e-06,3.9497236457507148,0.0001099101440533737,7.112998899842861e-06,3.9497227939871906,0.0011674170830979769,7.585100601015249e-05,3.9440079595388053
0.0,0.0,core_r8,state,state_z4c_Gamy,8.095159930137574e-05,5.232653145293348e-06,3.951445047169776,0.00010063711030260679,6.5051063055918356e-06,3.9514459586366817,0.0010730341887288386,7.009264594237674e-05,3.9362891474610557
0.0,0.0,core_r8,state,state_z4c_Gamz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Theta,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_alpha,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_betax,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_betay,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_betaz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Bx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_By,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,state,state_z4c_Bz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_chi,7.50861851300529e-08,2.5536547421344637e-09,4.877912106400037,9.356677250404963e-08,3.1821137997994483e-09,4.877938954073355,1.6607936648593837e-06,5.7735003533565533e-08,4.84628277522848
0.0,0.0,core_r8,rhs,rhs_z4c_gxx,1.0267364339218562e-07,3.4510048123263358e-09,4.894905589584213,1.2731059277381968e-07,4.278947034765253e-09,4.89495283102158,6.875102295733627e-07,2.3395124504332898e-08,4.877101368196298
0.0,0.0,core_r8,rhs,rhs_z4c_gxy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_gxz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_gyy,1.0267364339218562e-07,3.4510048123263358e-09,4.894905589584213,1.2731059277381968e-07,4.278947034765253e-09,4.89495283102158,6.875102295733627e-07,2.3395124504332898e-08,4.877101368196298
0.0,0.0,core_r8,rhs,rhs_z4c_gyz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_gzz,5.046211021128617e-06,1.7925944699817013e-07,4.815079481542749,6.271949834456025e-06,2.2280119455280134e-07,4.815085147403803,0.00012759482106275755,4.644351127680579e-06,4.779948913968861
0.0,0.0,core_r8,rhs,rhs_z4c_Khat,1.2480542270201384e-05,8.215778779008136e-07,3.9251394736967513,1.5752461566654327e-05,1.0368493392222484e-06,3.925299107961417,0.00015791369915674203,1.0529479038567935e-05,3.9066303679443974
0.0,0.0,core_r8,rhs,rhs_z4c_Axx,5.321753707546324e-05,3.477600953156609e-06,3.935737442258194,6.666781521006429e-05,4.355528704824147e-06,3.9360706898440396,0.0007631263869183058,5.062559052912419e-05,3.9139832754708355
0.0,0.0,core_r8,rhs,rhs_z4c_Axy,2.4631080734059353e-05,1.5967803245391688e-06,3.9472421759476664,3.0791976984502336e-05,1.995933604558831e-06,3.9474188630953444,0.0002881202864258789,1.8693250126877725e-05,3.9460819115108867
0.0,0.0,core_r8,rhs,rhs_z4c_Axz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_Ayy,5.1672568469009085e-05,3.3749198343646865e-06,3.9364734581971934,6.461391570116728e-05,4.219721925951411e-06,3.9366250716975006,0.0006785361821518565,4.486252396310175e-05,3.918843053965727
0.0,0.0,core_r8,rhs,rhs_z4c_Ayz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_Azz,0.00010887811099621885,7.166131652107867e-06,3.925375583436634,0.0001363283498966418,8.971111169208576e-06,3.925655106349056,0.0020456940588982064,0.0001370637883484349,3.8996710279739317
0.0,0.0,core_r8,rhs,rhs_z4c_Gamx,2.7677926068405037e-06,9.824320967855735e-08,4.816234338982335,3.4379147772987077e-06,1.2203047931991474e-07,4.816220345098786,4.776628918578219e-05,1.752712438847226e-06,4.768331579779872
0.0,0.0,core_r8,rhs,rhs_z4c_Gamy,2.4841974619153757e-06,8.774118048582424e-08,4.823381926919302,3.0880964485560576e-06,1.0907079490868409e-07,4.8233810535345025,4.3077787926497635e-05,1.5466769516336853e-06,4.799700365126742
0.0,0.0,core_r8,rhs,rhs_z4c_Gamz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_Theta,0.00011597229627525911,7.623945409395001e-06,3.927098613035175,0.00014482273975181478,9.519622206600992e-06,3.9272400185950938,0.0025137245057368683,0.00016730835307737042,3.9092451641228516
0.0,0.0,core_r8,rhs,rhs_z4c_alpha,4.313175628466798e-08,1.4438260333678614e-09,4.900781635007148,5.432883838072546e-08,1.8185228382074277e-09,4.900879251360065,2.9963951463152223e-07,1.0112210802049048e-08,4.889057541276008
0.0,0.0,core_r8,rhs,rhs_z4c_betax,8.845242585501165e-05,5.724327283513015e-06,3.9497236457507148,0.0001099101440533737,7.112998899842861e-06,3.9497227939871906,0.0011674170830979769,7.585100601015249e-05,3.9440079595388053
0.0,0.0,core_r8,rhs,rhs_z4c_betay,8.095159930137574e-05,5.232653145293348e-06,3.951445047169776,0.00010063711030260679,6.5051063055918356e-06,3.9514459586366817,0.0010730341887288386,7.009264594237674e-05,3.9362891474610557
0.0,0.0,core_r8,rhs,rhs_z4c_betaz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,rhs,rhs_z4c_Bx,6.7688228020878185e-06,4.334543738825678e-07,3.9649529036054862,8.593745833645309e-06,5.503387010693878e-07,3.9648954180312534,6.318853061121343e-05,4.080931469307991e-06,3.9526923288348508
0.0,0.0,core_r8,rhs,rhs_z4c_By,6.1977139238348126e-06,3.966124938033866e-07,3.9659341339141787,7.727762995737652e-06,4.945067259748332e-07,3.9659887996814165,5.160955459543315e-05,3.3235760509842116e-06,3.95682990829111
0.0,0.0,core_r8,rhs,rhs_z4c_Bz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,constraints,con_C,1.0125887650949857e-06,4.250769674389499e-09,7.896108577618566,1.261012242166304e-06,5.293394710417025e-09,7.896173331536559,3.5617486865342666e-05,1.4987259048510437e-07,7.892705355179567
0.0,0.0,core_r8,constraints,con_H,0.00024261574253558595,1.5776848648144487e-05,3.94279219757786,0.0003019831801006557,1.963675612929067e-05,3.9428396662211966,0.005590246293543132,0.0003632700079004049,3.943797681548167
0.0,0.0,core_r8,constraints,con_M,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,constraints,con_Z,5.237163669613128e-10,2.209779281456347e-12,7.8887396051061405,6.541721071127339e-10,2.758986520037536e-12,7.889388028287266,1.128577533156566e-08,4.82844405989944e-11,7.8687314563506785
0.0,0.0,core_r8,constraints,con_Mx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,constraints,con_My,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8,constraints,con_Mz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_chi,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gxx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gxy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gxz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gyy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gyz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_gzz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Khat,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Axx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Axy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Axz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Ayy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Ayz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Azz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Gamx,8.783464264952354e-05,5.683509803366026e-06,3.949936027715142,0.00010427888639250443,6.747274668162888e-06,3.949998378834577,0.0011244366946798756,7.304726813950335e-05,3.944228310680651
0.0,0.0,core_r8_mb_interior,state,state_z4c_Gamy,8.724313418263665e-05,5.6393941462193675e-06,3.9514295154462036,0.00010357299718741152,6.694935302199766e-06,3.9514339988127,0.0010730341887288386,7.009264594237674e-05,3.9362891474610557
0.0,0.0,core_r8_mb_interior,state,state_z4c_Gamz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Theta,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_alpha,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_betax,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_betay,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_betaz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Bx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_By,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,state,state_z4c_Bz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_chi,7.105261076860645e-08,2.409625988231427e-09,4.882006521028004,8.453577278769508e-08,2.8667755864458745e-09,4.882061093434914,1.4360172358607316e-06,4.9569631697110595e-08,4.85647271544239
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gxx,1.047861498456872e-07,3.5197434989072278e-09,4.895833934034981,1.24792657654963e-07,4.191617674844728e-09,4.895882111546167,6.875102295733627e-07,2.3395124504332898e-08,4.877101368196298
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gxy,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gxz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gyy,1.047861498456872e-07,3.5197434989072278e-09,4.895833934034981,1.24792657654963e-07,4.191617674844728e-09,4.895882111546167,6.875102295733627e-07,2.3395124504332898e-08,4.877101368196298
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gyz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gzz,4.6295367036698795e-06,1.637473293190876e-07,4.82132454248905,5.494855443033269e-06,1.9434809105549874e-07,4.8213666854149535,0.00010217438544312784,3.664298340027017e-06,4.8013527860257135
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Khat,1.2620980615880243e-05,8.311341975120807e-07,3.924598760101386,1.5205005845170531e-05,1.00119674448179e-06,3.92474896082232,0.00015791369915674203,1.0529479038567935e-05,3.9066303679443974
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Axx,5.256356637689757e-05,3.431524575339528e-06,3.9371415722712344,6.290637616176939e-05,4.105654811999276e-06,3.9375220141413476,0.0006740253587687872,4.458687368666392e-05,3.918111920396316
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Axy,2.6516099105311727e-05,1.7190989161882925e-06,3.9471440857860487,3.166374664575694e-05,2.0525473098458245e-06,3.947344593309914,0.0002881202864258789,1.8693250126877725e-05,3.9460819115108867
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Axz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Ayy,5.125444253540262e-05,3.340761338135702e-06,3.9394282309723554,6.118677196703238e-05,3.987685501541816e-06,3.9395962511576403,0.0006785361821518565,4.448052191080576e-05,3.931180126638265
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Ayz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Azz,0.00010860454440591089,7.135750618531048e-06,3.9278754651658874,0.0001299334162182448,8.53557991459882e-06,3.928139525431398,0.0014905224046826149,9.901449890037384e-05,3.9120344535192966
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Gamx,2.6636001203667837e-06,9.449821920303519e-08,4.816946557899779,3.1597405020149524e-06,1.1210049802462855e-07,4.816941487298813,4.366398746746825e-05,1.5986480784135894e-06,4.7715195973099815
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Gamy,2.677258630266926e-06,9.456571616998031e-08,4.823295459574283,3.178176284155107e-06,1.1225757388813083e-07,4.8233144586640195,4.3077787926497635e-05,1.5466769516336853e-06,4.799700365126742
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Gamz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Theta,0.00011000717288235801,7.2203590425457855e-06,3.929383206803077,0.00013129328686652074,8.616491531408507e-06,3.9295487903310033,0.0021472584369817806,0.00014223167112980786,3.916181184848854
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_alpha,4.4405166331698426e-08,1.4852823761391638e-09,4.901918395290842,5.364589420014627e-08,1.7942991972113302e-09,4.901975375162391,2.9963951463152223e-07,1.0112210802049048e-08,4.889057541276008
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_betax,8.783464264952354e-05,5.683509803366026e-06,3.949936027715142,0.00010427888639250443,6.747274668162888e-06,3.949998378834577,0.0011244366946798756,7.304726813950335e-05,3.944228310680651
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_betay,8.724313418263665e-05,5.6393941462193675e-06,3.9514295154462036,0.00010357299718741152,6.694935302199766e-06,3.9514339988127,0.0010730341887288386,7.009264594237674e-05,3.9362891474610557
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_betaz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Bx,6.9367533026875e-06,4.440594226214902e-07,3.965435926301008,8.410761622803683e-06,5.384403546516543e-07,3.965378002079352,6.198784336541863e-05,4.002767664601503e-06,3.9529155277650383
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_By,6.655979756180861e-06,4.259717158753865e-07,3.965821500464263,7.931883325247983e-06,5.075987462674368e-07,3.9659030453276327,5.160955459543315e-05,3.3235760509842116e-06,3.95682990829111
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Bz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,constraints,con_C,8.198561476967341e-07,3.437947287738174e-09,7.897679560942926,9.749123577876977e-07,4.087955898726919e-09,7.897749087323944,2.6777255938665404e-05,1.1237790336184683e-07,7.896505925237152
0.0,0.0,core_r8_mb_interior,constraints,con_H,0.00022519437677412152,1.4653620296365022e-05,3.9418417596203397,0.0002677344489696412,1.742103174533848e-05,3.941900806290325,0.004846934813910445,0.00031472010874665675,3.944931413586696
0.0,0.0,core_r8_mb_interior,constraints,con_M,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,constraints,con_Z,5.112984894708121e-10,2.15566709160124e-12,7.889887559596697,6.099306531810873e-10,2.5703349619027736e-12,7.890545031420329,1.0506174378741496e-08,4.4929153102254855e-11,7.869369852086704
0.0,0.0,core_r8_mb_interior,constraints,con_Mx,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,constraints,con_My,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,core_r8_mb_interior,constraints,con_Mz,0.0,0.0,,0.0,0.0,,0.0,0.0,
0.0,0.0,axis,state,state_z4c_chi,0.0,0.0,,,,,0.0,0.0,
0.0,0.0,axis,state,state_z4c_gxx,0.0,0.0,,,,,0.0,0.0,
0.0,0.0,axis,state,state_z4c_gxy,0.0,0.0,,,,,0.0,0.0,
