axis_tau,coordinate_time,region,family,variable,coarse_resolution,fine_resolution,rms,linf,ring_rms
0.0,0.0,full,rhs,rhs_z4c_alpha,128,256,2.1692352541155073e-08,2.9963951463152223e-07,1.986846385758904e-08
0.0,0.0,full,rhs,rhs_z4c_betax,128,256,3.9138670469410436e-05,0.0011674170830979769,3.1519883993145944e-05
0.0,0.0,full,rhs,rhs_z4c_betay,128,256,3.581952490483527e-05,0.0010730341887288386,2.8860375768829e-05
0.0,0.0,full,rhs,rhs_z4c_betaz,128,256,0.0,0.0,0.0
0.0,0.0,full,rhs,rhs_z4c_Bx,128,256,3.334602554176665e-06,6.318853061121343e-05,3.2192820408902967e-06
0.0,0.0,full,rhs,rhs_z4c_By,128,256,2.982706049275403e-06,5.160955459543315e-05,2.384529942048497e-06
0.0,0.0,full,rhs,rhs_z4c_Bz,128,256,0.0,0.0,0.0
0.0,0.0,full,constraints,con_C,128,256,4.480656887185671e-07,3.5617486865342666e-05,3.61658651598576e-07
0.0,0.0,full,constraints,con_H,128,256,0.00010874618560744083,0.005590246293543132,8.904675680927377e-05
0.0,0.0,full,constraints,con_M,128,256,0.0,0.0,0.0
0.0,0.0,full,constraints,con_Z,128,256,2.317344141460693e-10,1.128577533156566e-08,1.8760130089963148e-10
0.0,0.0,full,constraints,con_Mx,128,256,0.0,0.0,0.0
0.0,0.0,full,constraints,con_My,128,256,0.0,0.0,0.0
0.0,0.0,full,constraints,con_Mz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_chi,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_gxx,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_gxy,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_gxz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_gyy,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_gyz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_gzz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Khat,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Axx,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Axy,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Axz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Ayy,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Ayz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Azz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Gamx,128,256,8.845242585501165e-05,0.0011674170830979769,0.0001099101440533737
0.0,0.0,core_r8,state,state_z4c_Gamy,128,256,8.095159930137574e-05,0.0010730341887288386,0.00010063711030260679
0.0,0.0,core_r8,state,state_z4c_Gamz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Theta,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_alpha,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_betax,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_betay,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_betaz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Bx,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_By,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,state,state_z4c_Bz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,rhs,rhs_z4c_chi,128,256,7.50861851300529e-08,1.6607936648593837e-06,9.356677250404963e-08
0.0,0.0,core_r8,rhs,rhs_z4c_gxx,128,256,1.0267364339218562e-07,6.875102295733627e-07,1.2731059277381968e-07
0.0,0.0,core_r8,rhs,rhs_z4c_gxy,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,rhs,rhs_z4c_gxz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,rhs,rhs_z4c_gyy,128,256,1.0267364339218562e-07,6.875102295733627e-07,1.2731059277381968e-07
0.0,0.0,core_r8,rhs,rhs_z4c_gyz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,rhs,rhs_z4c_gzz,128,256,5.046211021128617e-06,0.00012759482106275755,6.271949834456025e-06
0.0,0.0,core_r8,rhs,rhs_z4c_Khat,128,256,1.2480542270201384e-05,0.00015791369915674203,1.5752461566654327e-05
0.0,0.0,core_r8,rhs,rhs_z4c_Axx,128,256,5.321753707546324e-05,0.0007631263869183058,6.666781521006429e-05
0.0,0.0,core_r8,rhs,rhs_z4c_Axy,128,256,2.4631080734059353e-05,0.0002881202864258789,3.0791976984502336e-05
0.0,0.0,core_r8,rhs,rhs_z4c_Axz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,rhs,rhs_z4c_Ayy,128,256,5.1672568469009085e-05,0.0006785361821518565,6.461391570116728e-05
0.0,0.0,core_r8,rhs,rhs_z4c_Ayz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,rhs,rhs_z4c_Azz,128,256,0.00010887811099621885,0.0020456940588982064,0.0001363283498966418
0.0,0.0,core_r8,rhs,rhs_z4c_Gamx,128,256,2.7677926068405037e-06,4.776628918578219e-05,3.4379147772987077e-06
0.0,0.0,core_r8,rhs,rhs_z4c_Gamy,128,256,2.4841974619153757e-06,4.3077787926497635e-05,3.0880964485560576e-06
0.0,0.0,core_r8,rhs,rhs_z4c_Gamz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,rhs,rhs_z4c_Theta,128,256,0.00011597229627525911,0.0025137245057368683,0.00014482273975181478
0.0,0.0,core_r8,rhs,rhs_z4c_alpha,128,256,4.313175628466798e-08,2.9963951463152223e-07,5.432883838072546e-08
0.0,0.0,core_r8,rhs,rhs_z4c_betax,128,256,8.845242585501165e-05,0.0011674170830979769,0.0001099101440533737
0.0,0.0,core_r8,rhs,rhs_z4c_betay,128,256,8.095159930137574e-05,0.0010730341887288386,0.00010063711030260679
0.0,0.0,core_r8,rhs,rhs_z4c_betaz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,rhs,rhs_z4c_Bx,128,256,6.7688228020878185e-06,6.318853061121343e-05,8.593745833645309e-06
0.0,0.0,core_r8,rhs,rhs_z4c_By,128,256,6.1977139238348126e-06,5.160955459543315e-05,7.727762995737652e-06
0.0,0.0,core_r8,rhs,rhs_z4c_Bz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,constraints,con_C,128,256,1.0125887650949857e-06,3.5617486865342666e-05,1.261012242166304e-06
0.0,0.0,core_r8,constraints,con_H,128,256,0.00024261574253558595,0.005590246293543132,0.0003019831801006557
0.0,0.0,core_r8,constraints,con_M,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,constraints,con_Z,128,256,5.237163669613128e-10,1.128577533156566e-08,6.541721071127339e-10
0.0,0.0,core_r8,constraints,con_Mx,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,constraints,con_My,128,256,0.0,0.0,0.0
0.0,0.0,core_r8,constraints,con_Mz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_chi,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_gxx,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_gxy,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_gxz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_gyy,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_gyz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_gzz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Khat,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Axx,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Axy,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Axz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Ayy,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Ayz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Azz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Gamx,128,256,8.783464264952354e-05,0.0011244366946798756,0.00010427888639250443
0.0,0.0,core_r8_mb_interior,state,state_z4c_Gamy,128,256,8.724313418263665e-05,0.0010730341887288386,0.00010357299718741152
0.0,0.0,core_r8_mb_interior,state,state_z4c_Gamz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Theta,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_alpha,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_betax,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_betay,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_betaz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Bx,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_By,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,state,state_z4c_Bz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_chi,128,256,7.105261076860645e-08,1.4360172358607316e-06,8.453577278769508e-08
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gxx,128,256,1.047861498456872e-07,6.875102295733627e-07,1.24792657654963e-07
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gxy,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gxz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gyy,128,256,1.047861498456872e-07,6.875102295733627e-07,1.24792657654963e-07
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gyz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_gzz,128,256,4.6295367036698795e-06,0.00010217438544312784,5.494855443033269e-06
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Khat,128,256,1.2620980615880243e-05,0.00015791369915674203,1.5205005845170531e-05
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Axx,128,256,5.256356637689757e-05,0.0006740253587687872,6.290637616176939e-05
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Axy,128,256,2.6516099105311727e-05,0.0002881202864258789,3.166374664575694e-05
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Axz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Ayy,128,256,5.125444253540262e-05,0.0006785361821518565,6.118677196703238e-05
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Ayz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Azz,128,256,0.00010860454440591089,0.0014905224046826149,0.0001299334162182448
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Gamx,128,256,2.6636001203667837e-06,4.366398746746825e-05,3.1597405020149524e-06
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Gamy,128,256,2.677258630266926e-06,4.3077787926497635e-05,3.178176284155107e-06
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Gamz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Theta,128,256,0.00011000717288235801,0.0021472584369817806,0.00013129328686652074
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_alpha,128,256,4.4405166331698426e-08,2.9963951463152223e-07,5.364589420014627e-08
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_betax,128,256,8.783464264952354e-05,0.0011244366946798756,0.00010427888639250443
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_betay,128,256,8.724313418263665e-05,0.0010730341887288386,0.00010357299718741152
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_betaz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Bx,128,256,6.9367533026875e-06,6.198784336541863e-05,8.410761622803683e-06
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_By,128,256,6.655979756180861e-06,5.160955459543315e-05,7.931883325247983e-06
0.0,0.0,core_r8_mb_interior,rhs,rhs_z4c_Bz,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,constraints,con_C,128,256,8.198561476967341e-07,2.6777255938665404e-05,9.749123577876977e-07
0.0,0.0,core_r8_mb_interior,constraints,con_H,128,256,0.00022519437677412152,0.004846934813910445,0.0002677344489696412
0.0,0.0,core_r8_mb_interior,constraints,con_M,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,constraints,con_Z,128,256,5.112984894708121e-10,1.0506174378741496e-08,6.099306531810873e-10
0.0,0.0,core_r8_mb_interior,constraints,con_Mx,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,constraints,con_My,128,256,0.0,0.0,0.0
0.0,0.0,core_r8_mb_interior,constraints,con_Mz,128,256,0.0,0.0,0.0
0.0,0.0,axis,state,state_z4c_chi,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_gxx,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_gxy,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_gxz,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_gyy,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_gyz,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_gzz,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Khat,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Axx,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Axy,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Axz,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Ayy,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Ayz,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Azz,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Gamx,128,256,3.6050434761614606e-16,8.51170985545954e-16,
0.0,0.0,axis,state,state_z4c_Gamy,128,256,1.4205061372877907e-15,4.1448326252672506e-15,
0.0,0.0,axis,state,state_z4c_Gamz,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Theta,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_alpha,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_betax,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_betay,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_betaz,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Bx,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_By,128,256,0.0,0.0,
0.0,0.0,axis,state,state_z4c_Bz,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_chi,128,256,1.496924993290887e-08,1.5065513047751722e-07,
0.0,0.0,axis,rhs,rhs_z4c_gxx,128,256,3.6406821859273234e-16,1.829647544582258e-15,
0.0,0.0,axis,rhs,rhs_z4c_gxy,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_gxz,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_gyy,128,256,7.273489676361048e-16,3.712585794346524e-15,
0.0,0.0,axis,rhs,rhs_z4c_gyz,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_gzz,128,256,3.6406821859273234e-16,1.829647544582258e-15,
0.0,0.0,axis,rhs,rhs_z4c_Khat,128,256,3.776042314613578e-06,4.280349867526038e-05,
0.0,0.0,axis,rhs,rhs_z4c_Axx,128,256,1.1663869963264916e-07,1.3221907328872938e-06,
0.0,0.0,axis,rhs,rhs_z4c_Axy,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_Axz,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_Ayy,128,256,2.3327739926529858e-07,2.644381465774608e-06,
0.0,0.0,axis,rhs,rhs_z4c_Ayz,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_Azz,128,256,1.1663869963264916e-07,1.3221907328872938e-06,
0.0,0.0,axis,rhs,rhs_z4c_Gamx,128,256,1.1491588730203117e-15,1.30266168222685e-14,
0.0,0.0,axis,rhs,rhs_z4c_Gamy,128,256,3.4584835870892846e-15,5.035478207244321e-14,
0.0,0.0,axis,rhs,rhs_z4c_Gamz,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_Theta,128,256,6.876548884024186e-06,7.794909331725119e-05,
0.0,0.0,axis,rhs,rhs_z4c_alpha,128,256,9.565717334461208e-09,9.625633128784728e-08,
0.0,0.0,axis,rhs,rhs_z4c_betax,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_betay,128,256,1.4205061372877907e-15,4.1448326252672506e-15,
0.0,0.0,axis,rhs,rhs_z4c_betaz,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_Bx,128,256,0.0,0.0,
0.0,0.0,axis,rhs,rhs_z4c_By,128,256,1.7412470780197696e-06,1.833916430065384e-05,
0.0,0.0,axis,rhs,rhs_z4c_Bz,128,256,0.0,0.0,
0.0,0.0,axis,constraints,con_C,128,256,2.951344313122491e-09,3.3093922362336707e-08,
0.0,0.0,axis,constraints,con_H,128,256,1.6048914159602003e-05,0.00018191742343574117,
0.0,0.0,axis,constraints,con_M,128,256,0.0,0.0,
0.0,0.0,axis,constraints,con_Z,128,256,7.827507273955372e-31,4.295714680193865e-30,
0.0,0.0,axis,constraints,con_Mx,128,256,0.0,0.0,
0.0,0.0,axis,constraints,con_My,128,256,0.0,0.0,
0.0,0.0,axis,constraints,con_Mz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_chi,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_gxx,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_gxy,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_gxz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_gyy,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_gyz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_gzz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Khat,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Axx,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Axy,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Axz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Ayy,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Ayz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Azz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Gamx,128,256,4.3133106946079617e-16,8.51170985545954e-16,
0.0,0.0,axis_core_r8,state,state_z4c_Gamy,128,256,1.4344357163883722e-15,3.552713678800501e-15,
0.0,0.0,axis_core_r8,state,state_z4c_Gamz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Theta,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_alpha,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_betax,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_betay,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_betaz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Bx,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_By,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,state,state_z4c_Bz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_chi,128,256,1.3455681669723415e-10,4.694076105593581e-10,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_gxx,128,256,5.138714331248186e-16,1.829647544582258e-15,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_gxy,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_gxz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_gyy,128,256,1.0266313764650141e-15,3.712585794346524e-15,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_gyz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_gzz,128,256,5.138714331248186e-16,1.829647544582258e-15,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Khat,128,256,3.4591935918369975e-08,1.195431542398229e-07,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Axx,128,256,1.2446032850603527e-10,3.4134128475652876e-10,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Axy,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Axz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Ayy,128,256,2.4892065698120735e-10,6.82682569383569e-10,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Ayz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Azz,128,256,1.2446032850603527e-10,3.4134128475652876e-10,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Gamx,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Gamy,128,256,1.0781273117059002e-15,3.304208758455236e-15,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Gamz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Theta,128,256,6.917635494869838e-08,2.390714108162444e-07,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_alpha,128,256,9.41731340479643e-11,3.2845586250829227e-10,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_betax,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_betay,128,256,1.4344357163883722e-15,3.552713678800501e-15,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_betaz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Bx,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_By,128,256,7.562479733724285e-09,1.6897409225308246e-08,
0.0,0.0,axis_core_r8,rhs,rhs_z4c_Bz,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,constraints,con_C,128,256,1.5542383246221597e-11,6.44442359963198e-11,
0.0,0.0,axis_core_r8,constraints,con_H,128,256,1.9400128911821531e-07,6.701705704540543e-07,
0.0,0.0,axis_core_r8,constraints,con_M,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,constraints,con_Z,128,256,7.754867904369639e-31,3.522191581296448e-30,
0.0,0.0,axis_core_r8,constraints,con_Mx,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,constraints,con_My,128,256,0.0,0.0,
0.0,0.0,axis_core_r8,constraints,con_Mz,128,256,0.0,0.0,
